,index,Date.time,Power.me,Mean,Upper,Lower,Squared Error,Absolute Error,Turbine
25,561077,2021-01-27 06:50:00,418.0689292907716,369.9287421513041,469.0934009414048,280.755871086507,2317.4776178229536,48.140187139467514,3
26,561095,2021-01-27 09:50:00,427.2152770996095,451.5635177330689,563.4077268318066,337.40815262902464,592.8368219448433,24.348240633459397,3
27,561193,2021-01-28 02:10:00,102.10396251678463,108.9133573827793,240.8879350443893,4.260420253320163,46.36785844103446,6.809394865994662,3
28,561208,2021-01-28 04:40:00,47.49893169403076,33.368745642368964,146.30909062991446,-65.23281586794049,199.66215785457752,14.130186051661797,3
29,561226,2021-01-28 07:40:00,850.3068328857429,900.6922916692562,999.3026422905384,784.5699328551921,2538.694456825116,50.385458783513286,3
30,561276,2021-01-28 16:00:00,184.29424476623535,182.549711353612,277.388206124552,84.97224960693659,3.043396827759288,1.7445334126233547,3
31,561288,2021-01-28 18:00:00,247.33122100830093,253.4812745704057,363.88461003586104,110.01765376276516,37.82315881675761,6.150053562104773,3
32,561323,2021-01-28 23:50:00,872.7014007568357,912.0061061243882,1041.177146583364,796.1881137046815,1544.8598640301116,39.304705367552515,3
33,561340,2021-01-29 02:40:00,1950.8989807128928,1873.151745890072,1985.070272307964,1771.4915622566782,6044.632522594824,77.7472348228207,3
34,561405,2021-01-29 13:30:00,1674.5713256835948,1619.9247508937551,1722.0140638417583,1510.2428925372778,2986.2481362615367,54.64657478983963,3
35,561411,2021-01-29 14:30:00,584.4838806152344,541.6291184181451,678.6141359973286,430.9285059878622,1836.5306429690704,42.85476219708926,3
36,561433,2021-01-29 18:10:00,69.86520462036134,70.71473064220973,192.71399031629076,-42.18501409314305,0.7216944617975524,0.8495260218483907,3
37,561442,2021-01-29 19:40:00,324.8808914184571,295.76794782006266,426.5861147485584,208.24904401139025,847.5634849632964,29.112943598394452,3
38,561444,2021-01-29 20:00:00,242.53421325683613,241.81705277194095,342.8001810745196,143.21275464593873,0.5143191610950818,0.7171604848951745,3
39,561462,2021-01-29 23:00:00,240.09648666381827,264.5388468938196,399.9012066147234,151.88390742838817,597.4289736131506,24.442360230001327,3
40,561517,2021-01-30 08:10:00,1447.0230133056657,1509.9950344228942,1604.277048743807,1403.0642420794834,3965.4754435886657,62.97202111722845,3
41,561564,2021-01-30 16:00:00,1877.6933959960948,1892.0034685884773,2008.0186209741369,1785.423679316507,204.77817759925793,14.31007259238254,3
42,561582,2021-01-30 19:00:00,1870.5003051757824,1671.122533688411,1776.704357430535,1557.8089669729914,39751.49576327045,199.37777148737132,3
43,561634,2021-01-31 03:40:00,611.6450103759771,561.7009278716667,689.6115360398064,458.986649185846,2494.4113771973603,49.94408250431036,3
44,561650,2021-01-31 06:20:00,686.4634796142578,635.616554913112,736.4462550152986,528.1577801679687,2585.409751563989,50.84692470114578,3
45,561664,2021-01-31 08:40:00,589.0178268432617,545.0189322886474,632.1988780388102,434.1513676241474,1935.902722028064,43.99889455461425,3
46,561965,2021-02-02 17:20:00,1586.371310424806,1386.095051685243,1489.405000057722,1276.537888177831,40110.57981471629,200.27625873956276,3
47,561986,2021-02-02 20:50:00,487.184455871582,460.34168498311783,593.235972741511,340.3967285546772,720.5343489705782,26.842770888464145,3
48,562004,2021-02-02 23:50:00,620.2813064575196,698.6480427705501,798.0167230717157,597.9348611865291,6141.345360356056,78.36673631303051,3
49,562054,2021-02-03 08:10:00,152.97367668151867,178.40551446066587,297.16217972700184,65.63053345506313,646.7783728248588,25.4318377791472,3
50,562091,2021-02-03 14:20:00,487.8444610595704,460.6818495378717,570.5731894528795,346.6951188330112,737.8074646787186,27.162611521698693,3
51,562105,2021-02-03 16:40:00,165.249760055542,166.826976240155,259.53346440041634,50.6834815077708,2.4876108930052125,1.5772161846130075,3
52,562135,2021-02-03 21:40:00,456.2880706787111,531.151945609435,637.1578046177813,421.067506328813,5604.599769643063,74.86387493072385,3
53,562138,2021-02-03 22:10:00,443.9549026489258,526.4324224967639,629.1675360628554,413.0249101823961,6802.541280250536,82.47751984783815,3
54,562161,2021-02-04 02:00:00,906.9984954833984,1048.8657663397505,1165.289357247355,926.640881747081,20126.32254022957,141.8672708563521,3
55,562193,2021-02-04 07:20:00,240.7271553039552,254.9394365285291,373.0863036406082,143.95146458958692,201.9889376063758,14.2122812245739,3
56,562242,2021-02-04 15:30:00,254.28530750274663,228.93263112026975,347.00308405658143,122.48178528100811,642.7581997546013,25.352676382476886,3
57,562257,2021-02-04 18:00:00,265.1656644821168,273.70395445755383,405.0124404972754,161.2698355768136,72.90239570464814,8.53828997543701,3
58,562266,2021-02-04 19:30:00,280.0506816864014,225.3081736118476,332.6198510614834,116.88867286600254,2996.7421902925876,54.7425080745538,3
